order_id,customer_id,order_status,order_ts,currency,order_total,sales_channel
29,356,PLACED,2025-11-30T22:13:07+00:00,GBP,975.24,mobile
30,75,DELIVERED,2025-12-28T06:13:07+00:00,GBP,6480.86,mobile
31,462,DELIVERED,2025-12-06T01:13:07+00:00,GBP,1311.77,mobile
32,328,SHIPPED,2025-09-27T00:13:07+00:00,GBP,1851.93,mobile
33,359,RETURNED,2025-12-02T22:13:07+00:00,GBP,3780.72,store
34,393,DELIVERED,2025-05-30T01:13:07+00:00,GBP,6161.25,store
35,468,SHIPPED,2025-12-14T17:13:07+00:00,GBP,4264.14,store
36,188,PLACED,2026-03-17T10:13:07+00:00,GBP,2771.9,web
37,332,DELIVERED,2026-03-31T02:13:07+00:00,GBP,4579.93,store
38,373,DELIVERED,2026-02-12T09:13:07+00:00,GBP,4619.95,mobile
39,279,PAID,2025-06-06T11:13:07+00:00,GBP,1066.04,mobile
40,125,SHIPPED,2026-02-27T04:13:07+00:00,GBP,4440.13,store
41,444,PLACED,2026-04-19T18:13:07+00:00,GBP,4265.52,web
42,380,PAID,2025-09-29T06:13:07+00:00,GBP,2315.58,mobile
43,263,DELIVERED,2025-07-03T19:13:07+00:00,GBP,1788.15,store
44,494,RETURNED,2026-04-17T21:13:07+00:00,GBP,1924.25,mobile
45,320,DELIVERED,2025-06-12T04:13:07+00:00,GBP,467.7,store
46,334,DELIVERED,2025-07-23T23:13:07+00:00,GBP,4115.01,mobile
47,192,CANCELLED,2026-02-13T01:13:07+00:00,GBP,199.62,mobile
48,50,DELIVERED,2025-10-24T18:13:07+00:00,GBP,4352.88,web
49,296,SHIPPED,2025-08-16T16:13:07+00:00,GBP,3257.94,store
50,499,DELIVERED,2025-06-18T03:13:07+00:00,GBP,5262.11,web
51,380,PAID,2025-06-12T22:13:07+00:00,GBP,5031.09,store
52,26,SHIPPED,2025-05-22T20:13:07+00:00,GBP,7166.13,web
53,203,PLACED,2025-06-30T21:13:07+00:00,GBP,2680.67,store
54,221,DELIVERED,2026-02-02T18:13:07+00:00,GBP,6869.66,mobile
55,88,DELIVERED,2025-06-20T08:13:07+00:00,GBP,4639.24,web
56,203,SHIPPED,2025-11-24T23:13:07+00:00,GBP,3058.97,mobile
57,180,SHIPPED,2025-06-06T18:13:07+00:00,GBP,2095.09,store
58,39,DELIVERED,2026-02-01T02:13:07+00:00,GBP,5922.86,mobile
59,303,DELIVERED,2026-04-04T11:13:07+00:00,GBP,3705.78,web
60,315,DELIVERED,2025-07-02T06:13:07+00:00,GBP,5054.18,web
61,259,PLACED,2025-06-06T17:13:07+00:00,GBP,2719.02,mobile
62,49,DELIVERED,2025-07-21T01:13:07+00:00,GBP,2646.76,store
63,363,DELIVERED,2026-03-20T13:13:07+00:00,GBP,4413.73,web
64,71,SHIPPED,2026-02-12T20:13:07+00:00,GBP,21.0,mobile
65,449,DELIVERED,2025-06-20T18:13:07+00:00,GBP,2264.47,mobile
66,23,DELIVERED,2025-10-04T11:13:07+00:00,GBP,2702.82,store
67,123,CANCELLED,2025-11-25T07:13:07+00:00,GBP,978.25,mobile
68,258,RETURNED,2025-08-05T09:13:07+00:00,GBP,1361.52,mobile
69,448,CANCELLED,2025-10-24T05:13:07+00:00,GBP,3826.49,store
70,192,RETURNED,2026-01-02T10:13:07+00:00,GBP,2215.21,mobile
71,470,DELIVERED,2025-09-03T00:13:07+00:00,GBP,5085.72,web
72,215,DELIVERED,2025-06-09T03:13:07+00:00,GBP,662.32,store
73,295,PAID,2025-12-30T00:13:07+00:00,GBP,2495.58,store
74,260,PLACED,2025-08-16T05:13:07+00:00,GBP,2594.27,store
75,377,PLACED,2025-11-13T18:13:07+00:00,GBP,7375.23,mobile
76,104,DELIVERED,2026-04-10T16:13:07+00:00,GBP,5270.13,mobile
77,442,SHIPPED,2026-04-08T02:13:07+00:00,GBP,224.31,store
78,226,RETURNED,2025-10-17T12:13:07+00:00,GBP,6548.64,mobile
79,165,SHIPPED,2026-03-11T20:13:07+00:00,GBP,4310.94,mobile
80,22,RETURNED,2025-11-03T03:13:07+00:00,GBP,1634.69,web
81,435,DELIVERED,2025-06-25T01:13:07+00:00,GBP,213.88,store
82,188,CANCELLED,2025-10-29T10:13:07+00:00,GBP,1019.61,mobile
83,486,DELIVERED,2025-10-25T11:13:07+00:00,GBP,753.01,mobile
84,204,SHIPPED,2025-11-23T02:13:07+00:00,GBP,1091.06,store
85,199,SHIPPED,2025-07-19T19:13:07+00:00,GBP,2948.78,web
86,437,SHIPPED,2026-03-26T08:13:07+00:00,GBP,4304.38,web
87,406,DELIVERED,2026-02-20T15:13:07+00:00,GBP,143.13,store
88,67,PAID,2025-06-23T20:13:07+00:00,GBP,2799.83,mobile
89,349,PAID,2025-08-11T11:13:07+00:00,GBP,6151.49,web
90,178,DELIVERED,2025-08-10T13:13:07+00:00,GBP,2712.04,store
91,87,SHIPPED,2025-07-03T04:13:07+00:00,GBP,5277.94,store
92,280,RETURNED,2025-12-05T02:13:07+00:00,GBP,4759.82,web
93,175,SHIPPED,2025-06-26T18:13:07+00:00,GBP,9792.0,mobile
94,485,DELIVERED,2025-10-18T03:13:07+00:00,GBP,2498.96,store
95,240,DELIVERED,2025-08-20T13:13:07+00:00,GBP,864.64,web
96,299,PAID,2025-11-03T21:13:07+00:00,GBP,3483.04,mobile
97,188,PAID,2026-04-09T10:13:07+00:00,GBP,3205.94,web
98,202,DELIVERED,2025-10-23T12:13:07+00:00,GBP,3486.32,web
99,366,DELIVERED,2025-11-13T07:13:07+00:00,GBP,2918.31,mobile
100,316,SHIPPED,2025-11-30T04:13:07+00:00,GBP,2683.39,store
101,447,PLACED,2025-05-15T02:13:07+00:00,GBP,4535.96,store
102,486,SHIPPED,2025-05-09T19:13:07+00:00,GBP,2852.84,web
103,266,SHIPPED,2026-01-16T05:13:07+00:00,GBP,7750.18,mobile
104,395,SHIPPED,2025-12-06T00:13:07+00:00,GBP,4686.73,store
105,132,SHIPPED,2025-08-30T16:13:07+00:00,GBP,3023.97,mobile
106,52,PLACED,2025-05-19T18:13:07+00:00,GBP,5816.6,store
107,371,DELIVERED,2026-04-13T17:13:07+00:00,GBP,1939.48,mobile
108,449,SHIPPED,2026-04-13T22:13:07+00:00,GBP,5961.05,mobile
109,368,DELIVERED,2026-01-27T22:13:07+00:00,GBP,4159.84,mobile
110,343,RETURNED,2026-03-15T17:13:07+00:00,GBP,2906.85,store
111,185,PAID,2025-05-13T15:13:07+00:00,GBP,1068.78,mobile
112,352,DELIVERED,2025-08-18T00:13:07+00:00,GBP,4752.45,web
113,349,DELIVERED,2025-07-01T20:13:07+00:00,GBP,4590.06,store
114,106,PAID,2025-07-08T07:13:07+00:00,GBP,7468.87,web
115,382,PAID,2026-01-11T04:13:07+00:00,GBP,3601.99,store
116,374,DELIVERED,2025-06-06T09:13:07+00:00,GBP,4217.61,web
117,373,DELIVERED,2026-01-08T22:13:07+00:00,GBP,2986.0,mobile
118,97,DELIVERED,2026-03-06T21:13:07+00:00,GBP,1056.29,store
119,23,SHIPPED,2025-10-09T08:13:07+00:00,GBP,2676.35,store
120,295,DELIVERED,2025-11-20T04:13:07+00:00,GBP,3908.85,store
121,344,SHIPPED,2025-10-19T06:13:07+00:00,GBP,2525.23,store
122,74,DELIVERED,2025-09-07T21:13:07+00:00,GBP,2060.3,store
123,425,SHIPPED,2026-01-25T21:13:07+00:00,GBP,6779.47,mobile
124,469,DELIVERED,2025-12-29T00:13:07+00:00,GBP,1867.79,mobile
125,274,SHIPPED,2025-06-04T11:13:07+00:00,GBP,3808.29,mobile
126,212,DELIVERED,2026-04-09T04:13:07+00:00,GBP,5624.02,mobile
127,495,DELIVERED,2025-06-07T23:13:07+00:00,GBP,2393.55,store
128,329,PLACED,2026-04-02T06:13:07+00:00,GBP,143.18,web
129,212,SHIPPED,2026-02-21T02:13:07+00:00,GBP,3444.96,mobile
130,9,DELIVERED,2025-08-18T00:13:07+00:00,GBP,812.84,store
131,270,SHIPPED,2025-12-24T11:13:07+00:00,GBP,1715.65,mobile
132,195,DELIVERED,2025-10-21T05:13:07+00:00,GBP,7097.93,mobile
133,461,DELIVERED,2025-07-28T04:13:07+00:00,GBP,1198.08,store
134,421,SHIPPED,2025-10-11T20:13:07+00:00,GBP,5610.59,web
135,224,SHIPPED,2026-01-04T20:13:07+00:00,GBP,6741.43,store
136,300,PAID,2025-05-29T10:13:07+00:00,GBP,4410.39,web
137,47,DELIVERED,2026-04-30T13:13:07+00:00,GBP,5206.06,web
138,46,PAID,2025-11-02T05:13:07+00:00,GBP,6534.52,mobile
139,87,SHIPPED,2026-02-20T14:13:07+00:00,GBP,2280.63,web
140,370,DELIVERED,2025-06-16T07:13:07+00:00,GBP,351.39,mobile
141,431,DELIVERED,2025-06-19T10:13:07+00:00,GBP,2873.02,mobile
142,91,SHIPPED,2025-10-11T12:13:07+00:00,GBP,5522.75,mobile
143,483,DELIVERED,2025-05-05T16:13:07+00:00,GBP,2309.77,mobile
144,338,DELIVERED,2026-02-13T00:13:07+00:00,GBP,6389.54,store
145,305,PAID,2025-06-10T20:13:07+00:00,GBP,1750.25,store
146,347,RETURNED,2025-06-05T10:13:07+00:00,GBP,3614.84,mobile
147,201,DELIVERED,2025-09-07T01:13:07+00:00,GBP,3120.38,web
148,267,DELIVERED,2025-08-28T11:13:07+00:00,GBP,2861.32,web
149,477,SHIPPED,2025-12-29T06:13:07+00:00,GBP,3045.56,web
150,96,DELIVERED,2025-06-09T01:13:07+00:00,GBP,103.55,store
151,220,DELIVERED,2025-10-15T22:13:07+00:00,GBP,1457.4,mobile
152,101,SHIPPED,2025-09-10T19:13:07+00:00,GBP,3589.76,store
153,362,DELIVERED,2025-12-01T03:13:07+00:00,GBP,7646.03,mobile
154,326,CANCELLED,2025-07-31T00:13:07+00:00,GBP,1862.52,mobile
155,432,PAID,2025-09-14T03:13:07+00:00,GBP,5216.13,store
156,252,DELIVERED,2025-10-02T00:13:07+00:00,GBP,3406.38,mobile
157,290,DELIVERED,2025-08-22T05:13:07+00:00,GBP,6475.53,store
158,425,SHIPPED,2025-06-02T15:13:07+00:00,GBP,1180.14,web
159,225,SHIPPED,2026-03-03T15:13:07+00:00,GBP,5841.53,store
160,150,SHIPPED,2025-12-05T04:13:07+00:00,GBP,5028.62,web
161,390,DELIVERED,2025-05-21T10:13:07+00:00,GBP,3634.41,mobile
162,298,PAID,2026-04-30T23:13:07+00:00,GBP,5382.34,mobile
163,173,PAID,2025-07-26T04:13:07+00:00,GBP,3639.04,web
164,353,SHIPPED,2026-02-24T02:13:07+00:00,GBP,2134.77,mobile
165,321,DELIVERED,2025-11-26T23:13:07+00:00,GBP,675.17,mobile
166,40,SHIPPED,2026-02-24T04:13:07+00:00,GBP,9696.81,mobile
167,189,DELIVERED,2025-11-30T18:13:07+00:00,GBP,524.99,store
168,85,DELIVERED,2025-09-19T11:13:07+00:00,GBP,4238.79,web
169,127,PAID,2025-12-12T02:13:07+00:00,GBP,4367.07,web
170,402,DELIVERED,2025-12-31T07:13:07+00:00,GBP,2124.6,web
171,199,DELIVERED,2025-07-15T09:13:07+00:00,GBP,5579.59,store
172,206,DELIVERED,2026-03-21T02:13:07+00:00,GBP,4288.65,store
173,224,SHIPPED,2025-12-31T21:13:07+00:00,GBP,4261.16,web
174,84,DELIVERED,2025-08-21T11:13:07+00:00,GBP,4210.67,mobile
175,262,DELIVERED,2025-10-30T21:13:07+00:00,GBP,3055.43,mobile
176,187,SHIPPED,2025-10-18T18:13:07+00:00,GBP,364.72,mobile
177,128,SHIPPED,2025-09-30T23:13:07+00:00,GBP,1255.02,store
178,345,SHIPPED,2026-04-06T17:13:07+00:00,GBP,2724.59,store
179,402,DELIVERED,2025-11-27T23:13:07+00:00,GBP,3756.02,web
180,278,DELIVERED,2025-11-06T02:13:07+00:00,GBP,593.26,store
181,193,SHIPPED,2025-11-26T19:13:07+00:00,GBP,901.17,web
182,472,DELIVERED,2026-01-04T06:13:07+00:00,GBP,574.92,store
183,32,RETURNED,2025-09-22T01:13:07+00:00,GBP,1412.55,store
184,168,SHIPPED,2025-11-21T08:13:07+00:00,GBP,150.29,store
185,56,SHIPPED,2026-02-12T19:13:07+00:00,GBP,5775.6,web
186,47,SHIPPED,2026-02-11T01:13:07+00:00,GBP,3829.39,mobile
187,285,PAID,2025-07-25T15:13:07+00:00,GBP,397.35,web
188,426,SHIPPED,2026-01-09T18:13:07+00:00,GBP,3585.28,web
189,48,PLACED,2025-11-14T19:13:07+00:00,GBP,5740.37,web
190,466,SHIPPED,2026-01-27T14:13:07+00:00,GBP,2337.75,store
191,246,SHIPPED,2026-04-01T20:13:07+00:00,GBP,642.67,store
192,407,DELIVERED,2026-04-23T10:13:07+00:00,GBP,3781.39,mobile
193,306,DELIVERED,2026-01-10T22:13:07+00:00,GBP,2077.12,web
194,137,PAID,2025-08-01T23:13:07+00:00,GBP,3710.4,store
195,163,CANCELLED,2025-05-10T11:13:07+00:00,GBP,608.74,store
196,73,DELIVERED,2025-07-18T16:13:07+00:00,GBP,2339.86,mobile
197,1,SHIPPED,2025-11-14T03:13:07+00:00,GBP,1249.91,web
198,301,DELIVERED,2025-05-07T18:13:07+00:00,GBP,4655.25,store
199,492,SHIPPED,2025-08-26T02:13:07+00:00,GBP,5182.34,store
200,163,DELIVERED,2025-06-23T15:13:07+00:00,GBP,1558.4,store
201,40,RETURNED,2026-01-01T11:13:07+00:00,GBP,1840.87,web
202,136,DELIVERED,2026-01-15T15:13:07+00:00,GBP,2350.64,mobile
203,253,DELIVERED,2025-10-21T11:13:07+00:00,GBP,1337.0,mobile
204,38,PLACED,2026-04-15T13:13:07+00:00,GBP,1422.53,web
205,174,DELIVERED,2025-07-02T03:13:07+00:00,GBP,5607.14,web
206,26,DELIVERED,2025-10-13T04:13:07+00:00,GBP,2098.84,web
207,327,DELIVERED,2025-12-04T20:13:07+00:00,GBP,860.47,mobile
208,459,PAID,2025-05-29T14:13:07+00:00,GBP,4198.64,web
209,78,PAID,2025-05-11T01:13:07+00:00,GBP,8188.01,web
210,203,DELIVERED,2025-05-02T21:13:07+00:00,GBP,5409.2,mobile
211,104,DELIVERED,2025-06-15T18:13:07+00:00,GBP,4579.58,mobile
212,470,DELIVERED,2026-04-26T00:13:07+00:00,GBP,2720.91,mobile
213,197,DELIVERED,2025-06-01T07:13:07+00:00,GBP,4935.94,web
214,26,DELIVERED,2025-09-01T14:13:07+00:00,GBP,1023.87,mobile
215,432,DELIVERED,2025-08-24T00:13:07+00:00,GBP,1914.89,store
216,214,PAID,2025-06-27T02:13:07+00:00,GBP,3568.43,store
217,451,SHIPPED,2025-07-15T22:13:07+00:00,GBP,717.74,store
218,102,DELIVERED,2025-12-13T11:13:07+00:00,GBP,5466.29,store
219,47,DELIVERED,2025-12-08T22:13:07+00:00,GBP,1320.18,web
220,138,DELIVERED,2025-06-03T09:13:07+00:00,GBP,7533.66,mobile
221,112,DELIVERED,2025-09-06T13:13:07+00:00,GBP,3963.3,store
222,167,DELIVERED,2025-12-12T14:13:07+00:00,GBP,6175.29,mobile
223,378,DELIVERED,2026-04-14T04:13:07+00:00,GBP,2971.48,web
224,242,SHIPPED,2026-02-25T23:13:07+00:00,GBP,3194.74,store
225,151,DELIVERED,2025-09-07T19:13:07+00:00,GBP,5891.92,mobile
226,74,SHIPPED,2025-11-22T00:13:07+00:00,GBP,637.68,web
227,161,PLACED,2025-06-12T21:13:07+00:00,GBP,2007.82,store
228,223,DELIVERED,2025-06-12T09:13:07+00:00,GBP,2171.61,store
229,3,SHIPPED,2025-06-15T23:13:07+00:00,GBP,7967.97,store
230,69,DELIVERED,2025-11-08T07:13:07+00:00,GBP,2413.6,web
231,109,DELIVERED,2026-04-21T04:13:07+00:00,GBP,647.73,store
232,131,PLACED,2025-08-02T03:13:07+00:00,GBP,274.31,web
233,25,DELIVERED,2025-05-14T19:13:07+00:00,GBP,1771.32,store
234,139,DELIVERED,2025-06-18T03:13:07+00:00,GBP,2050.62,store
235,210,PLACED,2025-12-02T17:13:07+00:00,GBP,5679.76,web
236,400,DELIVERED,2025-08-14T20:13:07+00:00,GBP,1078.69,mobile
237,136,PAID,2025-09-07T21:13:07+00:00,GBP,1434.32,store
238,60,PLACED,2026-03-15T21:13:07+00:00,GBP,2028.02,mobile
239,450,DELIVERED,2026-03-16T11:13:07+00:00,GBP,3221.29,mobile
240,354,DELIVERED,2025-08-31T09:13:07+00:00,GBP,1440.52,web
241,54,DELIVERED,2025-10-01T04:13:07+00:00,GBP,4642.13,mobile
242,24,DELIVERED,2026-03-31T14:13:07+00:00,GBP,383.28,mobile
243,266,DELIVERED,2025-08-08T00:13:07+00:00,GBP,1416.92,mobile
244,340,DELIVERED,2025-05-21T02:13:07+00:00,GBP,1898.0,mobile
245,497,DELIVERED,2025-12-11T21:13:07+00:00,GBP,8030.54,store
246,10,DELIVERED,2026-03-11T10:13:07+00:00,GBP,2745.72,web
247,433,DELIVERED,2025-09-12T12:13:07+00:00,GBP,5218.17,store
248,494,DELIVERED,2025-12-04T05:13:07+00:00,GBP,3868.55,mobile
249,56,CANCELLED,2025-10-02T21:13:07+00:00,GBP,7366.07,store
250,89,DELIVERED,2026-02-26T19:13:07+00:00,GBP,6421.16,mobile
251,309,DELIVERED,2025-05-08T23:13:07+00:00,GBP,5099.73,web
252,390,DELIVERED,2025-11-03T05:13:07+00:00,GBP,3515.16,web
253,103,RETURNED,2025-12-17T17:13:07+00:00,GBP,3220.2,store
254,402,DELIVERED,2025-05-11T13:13:07+00:00,GBP,266.68,store
255,161,PLACED,2025-07-24T21:13:07+00:00,GBP,1971.17,store
256,494,DELIVERED,2026-01-23T13:13:07+00:00,GBP,5937.34,web
257,21,DELIVERED,2026-02-13T12:13:07+00:00,GBP,7808.56,mobile
258,114,SHIPPED,2026-01-13T01:13:07+00:00,GBP,3015.9,store
259,178,CANCELLED,2025-09-16T15:13:07+00:00,GBP,7556.24,store
260,229,SHIPPED,2025-08-26T21:13:07+00:00,GBP,4121.05,web
261,106,DELIVERED,2025-07-31T00:13:07+00:00,GBP,7590.12,mobile
262,199,DELIVERED,2025-09-14T02:13:07+00:00,GBP,639.84,store
263,300,DELIVERED,2026-04-09T00:13:07+00:00,GBP,2610.47,mobile
264,196,PLACED,2025-10-12T01:13:07+00:00,GBP,1761.38,store
265,152,SHIPPED,2025-06-12T18:13:07+00:00,GBP,4805.2,mobile
266,464,PAID,2025-06-06T06:13:07+00:00,GBP,2042.87,store
267,437,DELIVERED,2026-04-05T05:13:07+00:00,GBP,6585.28,mobile
268,318,SHIPPED,2026-03-28T16:13:07+00:00,GBP,1918.1,web
269,161,DELIVERED,2025-12-27T15:13:07+00:00,GBP,6829.16,store
270,311,DELIVERED,2026-03-22T14:13:07+00:00,GBP,796.16,web
271,457,DELIVERED,2026-04-23T06:13:07+00:00,GBP,5852.86,mobile
272,115,DELIVERED,2025-07-04T23:13:07+00:00,GBP,1324.29,web
273,435,SHIPPED,2025-06-22T01:13:07+00:00,GBP,4405.81,mobile
274,190,DELIVERED,2026-01-03T21:13:07+00:00,GBP,4669.82,store
275,292,DELIVERED,2026-02-02T10:13:07+00:00,GBP,5333.21,mobile
276,250,PLACED,2025-08-29T03:13:07+00:00,GBP,1567.59,web
277,96,DELIVERED,2026-02-11T11:13:07+00:00,GBP,613.17,mobile
278,369,DELIVERED,2026-03-05T07:13:07+00:00,GBP,2716.19,store
279,263,PAID,2026-04-12T04:13:07+00:00,GBP,419.38,store
280,339,SHIPPED,2025-12-08T20:13:07+00:00,GBP,4267.11,store
281,303,DELIVERED,2026-03-28T15:13:07+00:00,GBP,741.56,web
282,311,DELIVERED,2026-03-14T17:13:07+00:00,GBP,2373.47,mobile
283,190,DELIVERED,2026-04-10T00:13:07+00:00,GBP,1175.43,web
284,131,CANCELLED,2025-08-31T15:13:07+00:00,GBP,1390.76,web
285,3,DELIVERED,2025-05-03T23:13:07+00:00,GBP,2982.47,store
286,217,DELIVERED,2025-07-17T11:13:07+00:00,GBP,3233.13,web
287,229,PAID,2025-05-09T17:13:07+00:00,GBP,3370.79,web
288,135,PAID,2026-01-09T11:13:07+00:00,GBP,1176.14,store
289,336,DELIVERED,2025-08-09T13:13:07+00:00,GBP,2103.92,web
290,336,PAID,2026-05-02T17:13:07+00:00,GBP,4881.13,web
291,378,CANCELLED,2025-05-07T20:13:07+00:00,GBP,7729.6,web
292,287,SHIPPED,2026-03-26T06:13:07+00:00,GBP,355.21,store
293,129,RETURNED,2025-05-12T08:13:07+00:00,GBP,3061.71,store
294,118,RETURNED,2025-11-22T09:13:07+00:00,GBP,2368.75,mobile
295,182,SHIPPED,2026-01-11T04:13:07+00:00,GBP,2857.39,web
296,62,RETURNED,2026-03-23T01:13:07+00:00,GBP,1068.02,mobile
297,252,SHIPPED,2026-01-29T06:13:07+00:00,GBP,2149.01,store
298,17,DELIVERED,2025-08-18T11:13:07+00:00,GBP,4206.85,store
299,135,DELIVERED,2026-01-01T14:13:07+00:00,GBP,8610.3,store
300,118,SHIPPED,2026-03-11T23:13:07+00:00,GBP,2009.77,store
301,77,SHIPPED,2025-09-02T22:13:07+00:00,GBP,2741.8,web
302,417,DELIVERED,2025-12-23T07:13:07+00:00,GBP,1180.14,mobile
303,185,CANCELLED,2025-07-20T05:13:07+00:00,GBP,1373.61,store
304,333,SHIPPED,2025-06-04T05:13:07+00:00,GBP,2923.42,mobile
305,315,DELIVERED,2025-12-07T08:13:07+00:00,GBP,1016.71,web
306,41,SHIPPED,2026-02-09T12:13:07+00:00,GBP,4239.17,store
307,267,SHIPPED,2025-09-14T09:13:07+00:00,GBP,363.6,mobile
308,482,PAID,2025-05-08T23:13:07+00:00,GBP,2188.53,web
309,14,DELIVERED,2025-10-11T06:13:07+00:00,GBP,1777.49,web
310,44,SHIPPED,2025-06-01T10:13:07+00:00,GBP,917.68,store
311,430,PLACED,2026-02-04T22:13:07+00:00,GBP,4929.14,store
312,91,DELIVERED,2025-07-04T03:13:07+00:00,GBP,9373.93,web
313,268,SHIPPED,2026-02-22T11:13:07+00:00,GBP,6297.56,mobile
314,452,DELIVERED,2025-07-19T09:13:07+00:00,GBP,1637.71,web
315,217,DELIVERED,2025-06-16T15:13:07+00:00,GBP,6595.82,mobile
316,140,DELIVERED,2025-05-09T03:13:07+00:00,GBP,2399.94,web
317,367,PLACED,2025-09-19T23:13:07+00:00,GBP,292.97,web
318,176,DELIVERED,2025-09-29T13:13:07+00:00,GBP,5641.93,store
319,241,DELIVERED,2026-01-30T16:13:07+00:00,GBP,1211.89,store
320,18,DELIVERED,2026-01-21T08:13:07+00:00,GBP,310.95,mobile
321,349,SHIPPED,2025-11-24T12:13:07+00:00,GBP,5583.96,mobile
322,300,DELIVERED,2026-03-02T10:13:07+00:00,GBP,437.27,store
323,80,SHIPPED,2025-10-24T20:13:07+00:00,GBP,1797.31,mobile
324,120,DELIVERED,2025-11-21T05:13:07+00:00,GBP,4120.36,web
325,249,DELIVERED,2025-05-06T08:13:07+00:00,GBP,5920.93,store
326,80,DELIVERED,2025-09-14T13:13:07+00:00,GBP,7185.23,store
327,420,DELIVERED,2025-10-16T16:13:07+00:00,GBP,2531.32,web
328,92,PAID,2026-04-16T16:13:07+00:00,GBP,1350.39,mobile
329,270,DELIVERED,2025-06-17T00:13:07+00:00,GBP,1227.28,store
330,37,DELIVERED,2026-04-26T16:13:07+00:00,GBP,356.26,store
331,381,DELIVERED,2025-10-02T11:13:07+00:00,GBP,464.67,web
332,376,PAID,2026-03-27T13:13:07+00:00,GBP,1255.49,mobile
333,98,DELIVERED,2026-01-24T06:13:07+00:00,GBP,3074.99,mobile
334,259,SHIPPED,2025-11-11T01:13:07+00:00,GBP,4593.1,web
335,289,DELIVERED,2025-07-27T16:13:07+00:00,GBP,2691.37,mobile
336,114,PLACED,2026-01-13T12:13:07+00:00,GBP,7984.21,web
337,376,SHIPPED,2026-03-23T23:13:07+00:00,GBP,4659.34,web
338,472,DELIVERED,2025-11-12T11:13:07+00:00,GBP,3983.13,mobile
339,269,DELIVERED,2026-04-11T12:13:07+00:00,GBP,3964.09,store
340,295,SHIPPED,2025-08-17T20:13:07+00:00,GBP,1133.06,mobile
341,135,DELIVERED,2026-03-20T10:13:07+00:00,GBP,7113.37,store
342,46,DELIVERED,2026-03-06T01:13:07+00:00,GBP,1825.4,store
343,421,PAID,2025-09-18T03:13:07+00:00,GBP,940.85,mobile
344,80,DELIVERED,2026-03-20T19:13:07+00:00,GBP,1217.06,store
345,412,DELIVERED,2026-03-07T13:13:07+00:00,GBP,520.68,store
346,109,DELIVERED,2026-01-18T05:13:07+00:00,GBP,1509.08,store
347,464,PLACED,2025-05-28T06:13:07+00:00,GBP,3486.45,mobile
348,336,DELIVERED,2026-04-28T20:13:07+00:00,GBP,2956.22,mobile
349,261,CANCELLED,2025-05-04T19:13:07+00:00,GBP,2423.22,mobile
350,202,SHIPPED,2026-02-11T22:13:07+00:00,GBP,3689.65,web
351,484,SHIPPED,2025-07-22T14:13:07+00:00,GBP,1761.63,web
352,294,RETURNED,2026-02-13T09:13:07+00:00,GBP,4401.89,web
353,336,SHIPPED,2025-07-17T17:13:07+00:00,GBP,2774.49,web
354,55,PLACED,2026-02-24T17:13:07+00:00,GBP,6113.46,store
355,434,DELIVERED,2025-06-27T07:13:07+00:00,GBP,4525.94,mobile
356,392,RETURNED,2026-04-25T14:13:07+00:00,GBP,228.21,mobile
