order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
92,24,69,1,536.84,0,536.84
93,24,186,3,309.51,20,742.82
94,24,151,4,720.54,20,2305.73
95,24,39,4,308.39,10,1110.2
96,24,124,3,122.73,0,368.19
97,25,49,2,302.26,10,544.07
98,25,99,2,420.61,20,672.98
99,25,199,4,784.67,0,3138.68
100,26,99,2,420.61,5,799.16
101,26,10,2,560.02,10,1008.04
102,26,152,3,535.18,20,1284.43
103,26,26,4,549.27,0,2197.08
104,27,168,2,334.48,0,668.96
105,27,121,3,12.69,0,38.07
106,27,160,4,356.52,15,1212.17
107,27,21,3,299.29,20,718.3
108,28,184,4,221.01,20,707.23
109,28,139,1,545.22,10,490.7
110,28,18,2,530.7,15,902.19
111,28,176,3,257.25,0,771.75
112,28,192,1,384.2,5,364.99
113,28,26,1,549.27,5,521.81
114,29,76,3,325.08,0,975.24
115,30,47,2,697.06,0,1394.12
116,30,21,4,299.29,10,1077.44
117,30,175,2,427.25,5,811.77
118,30,150,2,254.56,0,509.12
119,30,119,3,783.94,5,2234.23
120,30,66,1,567.73,20,454.18
121,31,114,3,485.84,10,1311.77
122,32,51,4,481.16,20,1539.71
123,32,124,1,122.73,0,122.73
124,32,98,3,70.18,10,189.49
125,33,102,3,518.17,0,1554.51
126,33,145,1,311.23,10,280.11
127,33,191,4,20.53,20,65.7
128,33,74,2,376.28,10,677.3
129,33,91,2,254.32,15,432.34
130,33,49,3,302.26,15,770.76
131,34,25,1,219.61,0,219.61
132,34,113,1,444.81,10,400.33
133,34,94,2,681.82,0,1363.64
134,34,76,3,325.08,15,828.95
135,34,107,2,704.02,0,1408.04
136,34,34,3,718.77,10,1940.68
137,35,76,3,325.08,20,780.19
138,35,30,4,526.07,0,2104.28
139,35,37,2,126.51,20,202.42
140,35,174,4,367.89,20,1177.25
141,36,32,4,201.07,0,804.28
142,36,173,3,44.92,10,121.28
143,36,98,3,70.18,0,210.54
144,36,173,2,44.92,5,85.35
145,36,7,3,574.24,10,1550.45
146,37,78,4,361.65,0,1446.6
147,37,36,1,397.35,0,397.35
148,37,78,4,361.65,0,1446.6
149,37,25,2,219.61,10,395.3
150,37,35,4,179.36,5,681.57
151,37,95,4,59.03,10,212.51
152,38,158,4,172.1,0,688.4
153,38,9,3,648.5,0,1945.5
154,38,114,4,485.84,0,1943.36
155,38,93,1,50.22,15,42.69
156,39,49,1,302.26,20,241.81
157,39,117,1,509.26,15,432.87
158,39,55,1,391.36,0,391.36
159,40,54,2,757.82,20,1212.51
160,40,60,3,553.44,20,1328.26
161,40,38,1,340.62,0,340.62
162,40,38,2,340.62,10,613.12
163,40,65,2,472.81,0,945.62
164,41,151,3,720.54,0,2161.62
165,41,45,3,701.3,0,2103.9
166,42,122,4,723.62,20,2315.58
167,43,158,1,172.1,15,146.29
168,43,169,3,576.09,5,1641.86
169,44,110,1,535.95,5,509.15
170,44,183,4,66.6,0,266.4
171,44,21,3,299.29,10,808.08
172,44,38,1,340.62,0,340.62
173,45,98,3,70.18,5,200.01
174,45,130,4,24.71,0,98.84
175,45,180,1,211.06,20,168.85
176,46,116,2,393.38,5,747.42
177,46,87,4,341.29,5,1296.9
178,46,107,1,704.02,0,704.02
179,46,110,3,535.95,15,1366.67
180,47,24,1,199.62,0,199.62
181,48,144,3,486.94,15,1241.7
182,48,32,4,201.07,0,804.28
183,48,171,4,551.66,20,1765.31
184,48,185,1,69.06,0,69.06
185,48,154,3,157.51,0,472.53
186,49,58,1,215.72,0,215.72
187,49,143,3,584.19,0,1752.57
188,49,196,3,221.98,10,599.35
189,49,58,4,215.72,20,690.3
190,50,7,3,574.24,0,1722.72
191,50,47,3,697.06,15,1777.5
192,50,196,3,221.98,0,665.94
193,50,90,1,589.91,0,589.91
194,50,37,4,126.51,0,506.04
195,51,56,4,613.84,5,2332.59
196,51,117,3,509.26,0,1527.78
197,51,95,3,59.03,15,150.53
198,51,84,1,692.4,0,692.4
199,51,40,2,204.87,20,327.79
200,52,109,4,245.5,10,883.8
201,52,114,4,485.84,0,1943.36
202,52,56,1,613.84,0,613.84
203,52,111,1,745.75,0,745.75
204,52,174,4,367.89,10,1324.4
205,52,171,3,551.66,0,1654.98
206,53,55,2,391.36,20,626.18
207,53,66,3,567.73,0,1703.19
208,53,31,1,369.79,5,351.3
209,54,59,3,771.67,0,2315.01
210,54,102,1,518.17,5,492.26
211,54,5,4,79.49,0,317.96
212,54,81,4,45.22,10,162.79
213,54,104,4,369.34,0,1477.36
214,54,30,4,526.07,0,2104.28
215,55,23,4,509.81,20,1631.39
216,55,28,2,217.85,5,413.91
217,55,151,4,720.54,10,2593.94
218,56,200,2,726.01,0,1452.02
219,56,131,1,642.78,10,578.5
220,56,131,2,642.78,20,1028.45
221,57,66,2,567.73,0,1135.46
222,57,155,2,599.77,20,959.63
223,58,195,4,718.76,15,2443.78
224,58,145,3,311.23,20,746.95
225,58,161,3,381.18,0,1143.54
226,58,113,1,444.81,5,422.57
227,58,114,3,485.84,20,1166.02
228,59,119,4,783.94,0,3135.76
229,59,15,3,104.24,20,250.18
230,59,74,1,376.28,15,319.84
231,60,142,1,91.18,5,86.62
232,60,147,2,418.34,0,836.68
233,60,155,4,599.77,10,2159.17
234,60,39,1,308.39,5,292.97
235,60,27,3,658.33,15,1678.74
236,61,113,4,444.81,10,1601.32
237,61,134,2,163.66,0,327.32
238,61,96,3,100.31,5,285.88
239,61,105,3,63.24,15,161.26
240,61,154,1,157.51,20,126.01
241,61,162,3,72.41,0,217.23
242,62,186,2,309.51,0,619.02
243,62,21,2,299.29,0,598.58
244,62,80,4,357.29,0,1429.16
245,63,85,2,306.28,15,520.68
246,63,180,1,211.06,15,179.4
247,63,172,4,178.98,10,644.33
248,63,93,1,50.22,0,50.22
249,63,80,2,357.29,0,714.58
250,63,88,4,576.13,0,2304.52
251,64,130,1,24.71,15,21.0
252,65,42,2,708.41,20,1133.46
253,65,178,2,665.3,15,1131.01
254,66,114,3,485.84,20,1166.02
255,66,192,4,384.2,0,1536.8
256,67,95,4,59.03,5,224.31
257,67,197,3,314.14,20,753.94
258,68,155,2,599.77,20,959.63
259,68,65,1,472.81,15,401.89
260,69,133,1,698.37,0,698.37
261,69,22,2,217.25,0,434.5
262,69,116,2,393.38,20,629.41
263,69,112,1,215.25,0,215.25
264,69,116,3,393.38,0,1180.14
265,69,107,1,704.02,5,668.82
266,70,58,1,215.72,0,215.72
267,70,26,3,549.27,20,1318.25
268,70,38,2,340.62,0,681.24
269,71,121,4,12.69,10,45.68
270,71,2,1,182.45,0,182.45
271,71,66,2,567.73,20,908.37
272,71,39,4,308.39,0,1233.56
273,71,199,3,784.67,0,2354.01
274,71,78,1,361.65,0,361.65
275,72,128,1,779.2,15,662.32
276,73,1,3,93.51,0,280.53
277,73,147,4,418.34,0,1673.36
278,73,171,1,551.66,10,496.49
279,73,93,1,50.22,10,45.2
280,74,12,4,78.73,0,314.92
281,74,65,1,472.81,0,472.81
282,74,18,3,530.7,0,1592.1
283,74,188,1,268.05,20,214.44
284,75,87,2,341.29,20,546.06
285,75,200,4,726.01,15,2468.43
286,75,123,2,668.5,20,1069.6
287,75,35,1,179.36,15,152.46
288,75,199,4,784.67,0,3138.68
289,76,80,4,357.29,20,1143.33
290,76,140,4,751.69,0,3006.76
291,76,10,2,560.02,0,1120.04
292,77,95,4,59.03,5,224.31
293,78,178,4,665.3,0,2661.2
294,78,133,3,698.37,20,1676.09
295,78,22,4,217.25,0,869.0
296,78,111,2,745.75,10,1342.35
297,79,79,4,226.44,10,815.18
298,79,184,4,221.01,0,884.04
299,79,177,4,652.93,0,2611.72
300,80,164,1,655.65,0,655.65
301,80,172,4,178.98,0,715.92
302,80,132,2,131.56,0,263.12
303,81,33,1,213.88,0,213.88
304,82,155,2,599.77,15,1019.61
305,83,147,2,418.34,10,753.01
306,84,7,2,574.24,5,1091.06
307,85,181,4,225.46,0,901.84
308,85,157,3,667.81,15,1702.92
309,85,126,2,172.01,0,344.02
310,86,114,1,485.84,20,388.67
311,86,175,3,427.25,15,1089.49
312,86,89,1,240.88,10,216.79
313,86,139,3,545.22,0,1635.66
314,86,41,2,545.83,20,873.33
315,86,93,2,50.22,0,100.44
316,87,93,3,50.22,5,143.13
317,88,184,4,221.01,10,795.64
318,88,106,4,215.83,20,690.66
319,88,148,1,576.95,0,576.95
320,88,82,1,775.35,5,736.58
321,89,164,2,655.65,20,1049.04
322,89,34,4,718.77,10,2587.57
323,89,15,1,104.24,10,93.82
324,89,40,3,204.87,0,614.61
325,89,42,3,708.41,15,1806.45
326,90,51,3,481.16,0,1443.48
327,90,161,3,381.18,10,1029.19
328,90,137,1,265.97,10,239.37
329,91,160,3,356.52,20,855.65
330,91,145,1,311.23,20,248.98
331,91,8,1,180.25,0,180.25
332,91,165,3,251.78,15,642.04
333,91,54,4,757.82,10,2728.15
334,91,164,1,655.65,5,622.87
335,92,63,4,202.08,0,808.32
336,92,117,1,509.26,15,432.87
337,92,16,2,443.87,5,843.35
338,92,107,4,704.02,5,2675.28
339,93,82,3,775.35,5,2209.75
340,93,34,3,718.77,10,1940.68
341,93,144,1,486.94,0,486.94
342,93,62,4,720.19,0,2880.76
343,93,69,4,536.84,0,2147.36
344,93,37,1,126.51,0,126.51
345,94,84,3,692.4,0,2077.2
346,94,196,2,221.98,5,421.76
347,95,101,4,216.16,0,864.64
348,96,153,4,559.28,0,2237.12
349,96,138,1,284.16,20,227.33
350,96,28,4,217.85,0,871.4
351,96,68,3,61.33,20,147.19
352,97,50,3,763.03,10,2060.18
353,97,74,1,376.28,5,357.47
354,97,130,4,24.71,20,79.07
355,97,141,3,146.96,20,352.7
356,97,160,1,356.52,0,356.52
357,98,194,2,599.27,0,1198.54
358,98,155,4,599.77,10,2159.17
359,98,11,1,128.61,0,128.61
360,99,156,2,457.44,0,914.88
361,99,157,3,667.81,0,2003.43
362,100,137,4,265.97,15,904.3
363,100,145,3,311.23,5,887.01
364,100,5,3,79.49,0,238.47
365,100,173,1,44.92,5,42.67
366,100,150,3,254.56,20,610.94
367,101,68,2,61.33,15,104.26
368,101,14,4,646.67,0,2586.68
369,101,135,4,247.63,0,990.52
370,101,175,2,427.25,0,854.5
371,102,81,4,45.22,0,180.88
372,102,106,2,215.83,5,410.08
373,102,129,4,692.36,20,2215.55
374,102,189,1,54.5,15,46.33
375,103,123,4,668.5,0,2674.0
376,103,45,4,701.3,10,2524.68
377,103,88,3,576.13,15,1469.13
378,103,198,3,136.21,10,367.77
379,103,124,2,122.73,0,245.46
380,103,72,3,156.38,0,469.14
381,104,126,3,172.01,5,490.23
382,104,90,3,589.91,0,1769.73
383,104,32,4,201.07,5,764.07
384,104,89,2,240.88,0,481.76
385,104,11,3,128.61,15,327.96
386,104,21,3,299.29,5,852.98
387,105,70,3,110.19,0,330.57
388,105,28,2,217.85,0,435.7
389,105,13,2,678.76,15,1153.89
390,105,60,1,553.44,0,553.44
391,105,106,3,215.83,15,550.37
392,106,41,4,545.83,15,1855.82
393,106,122,4,723.62,15,2460.31
394,106,52,3,93.93,0,281.79
395,106,74,1,376.28,20,301.02
396,106,23,2,509.81,10,917.66
397,107,10,4,560.02,20,1792.06
398,107,127,2,86.72,15,147.42
399,108,28,3,217.85,0,653.55
400,108,117,4,509.26,0,2037.04
401,108,130,4,24.71,0,98.84
402,108,50,1,763.03,0,763.03
403,108,42,4,708.41,15,2408.59
404,109,146,2,207.5,0,415.0
405,109,157,4,667.81,20,2136.99
406,109,110,3,535.95,0,1607.85
407,110,83,2,328.1,0,656.2
408,110,67,4,58.58,0,234.32
409,110,115,3,551.56,0,1654.68
410,110,78,1,361.65,0,361.65
411,111,120,3,356.26,0,1068.78
412,112,31,3,369.79,0,1109.37
413,112,158,2,172.1,0,344.2
414,112,35,4,179.36,0,717.44
415,112,117,3,509.26,5,1451.39
416,112,180,4,211.06,20,675.39
417,112,138,2,284.16,20,454.66
418,113,181,3,225.46,0,676.38
419,113,145,1,311.23,0,311.23
420,113,141,2,146.96,10,264.53
421,113,138,2,284.16,0,568.32
422,113,84,4,692.4,0,2769.6
423,114,115,1,551.56,5,523.98
424,114,34,4,718.77,5,2731.33
425,114,145,1,311.23,10,280.11
426,114,119,3,783.94,15,1999.05
427,114,6,4,483.6,0,1934.4
428,115,89,1,240.88,10,216.79
429,115,16,1,443.87,5,421.68
430,115,9,3,648.5,5,1848.22
431,115,47,2,697.06,20,1115.3
432,116,115,4,551.56,5,2095.93
433,116,21,2,299.29,15,508.79
434,116,90,1,589.91,0,589.91
435,116,138,4,284.16,10,1022.98
436,117,119,4,783.94,10,2822.18
437,117,98,2,70.18,0,140.36
438,117,118,3,7.82,0,23.46
439,118,158,1,172.1,0,172.1
440,118,53,1,195.36,0,195.36
441,118,153,1,559.28,5,531.32
442,118,154,1,157.51,0,157.51
443,119,194,1,599.27,0,599.27
444,119,129,3,692.36,0,2077.08
445,120,83,2,328.1,0,656.2
446,120,37,2,126.51,5,240.37
447,120,77,3,202.68,0,608.04
448,120,143,2,584.19,15,993.12
449,120,174,4,367.89,10,1324.4
450,120,127,1,86.72,0,86.72
451,121,105,2,63.24,0,126.48
452,121,97,2,465.24,20,744.38
453,121,138,4,284.16,0,1136.64
454,121,58,3,215.72,20,517.73
455,122,143,2,584.19,5,1109.96
456,122,63,3,202.08,0,606.24
457,122,85,1,306.28,5,290.97
458,122,95,1,59.03,10,53.13
459,123,155,1,599.77,20,479.82
460,123,19,2,684.98,20,1095.97
461,123,195,2,718.76,5,1365.64
462,123,54,3,757.82,0,2273.46
463,123,4,2,474.44,0,948.88
464,123,190,1,724.35,15,615.7
465,124,102,2,518.17,10,932.71
466,124,83,3,328.1,5,935.08
467,125,132,4,131.56,5,499.93
468,125,26,4,549.27,20,1757.66
469,125,82,2,775.35,0,1550.7
470,126,38,1,340.62,0,340.62
471,126,142,4,91.18,0,364.72
472,126,40,2,204.87,0,409.74
473,126,59,4,771.67,10,2778.01
474,126,63,4,202.08,10,727.49
475,126,168,3,334.48,0,1003.44
476,127,188,3,268.05,0,804.15
477,127,36,4,397.35,0,1589.4
478,128,172,1,178.98,20,143.18
479,129,39,1,308.39,0,308.39
480,129,130,4,24.71,0,98.84
481,129,16,4,443.87,15,1509.16
482,129,125,1,250.07,0,250.07
483,129,137,4,265.97,0,1063.88
484,129,5,3,79.49,10,214.62
485,130,28,1,217.85,10,196.06
486,130,39,2,308.39,0,616.78
487,131,21,3,299.29,5,852.98
488,131,118,2,7.82,15,13.29
489,131,58,3,215.72,15,550.09
490,131,21,1,299.29,0,299.29
491,132,3,2,593.83,0,1187.66
492,132,128,4,779.2,15,2649.28
493,132,85,1,306.28,10,275.65
494,132,11,2,128.61,0,257.22
495,132,178,4,665.3,0,2661.2
496,132,12,1,78.73,15,66.92
497,133,81,1,45.22,0,45.22
498,133,151,2,720.54,20,1152.86
499,134,62,4,720.19,15,2448.65
500,134,139,3,545.22,5,1553.88
501,134,194,2,599.27,20,958.83
502,134,177,1,652.93,10,587.64
503,134,191,3,20.53,0,61.59
504,135,153,4,559.28,20,1789.7
505,135,84,1,692.4,15,588.54
506,135,70,4,110.19,5,418.72
507,135,59,3,771.67,10,2083.51
508,135,97,4,465.24,0,1860.96
509,136,76,2,325.08,15,552.64
510,136,19,1,684.98,0,684.98
511,136,40,4,204.87,15,696.56
512,136,163,2,508.19,15,863.92
513,136,100,3,537.43,0,1612.29
514,137,27,2,658.33,0,1316.66
515,137,48,4,408.59,5,1552.64
516,137,143,4,584.19,0,2336.76
517,138,84,4,692.4,0,2769.6
518,138,75,4,524.5,5,1993.1
519,138,200,1,726.01,15,617.11
520,138,144,2,486.94,10,876.49
521,138,134,2,163.66,15,278.22
522,139,38,1,340.62,0,340.62
523,139,112,3,215.25,5,613.46
524,139,77,4,202.68,20,648.58
525,139,20,3,225.99,0,677.97
526,140,118,1,7.82,0,7.82
527,140,78,1,361.65,5,343.57
528,141,113,3,444.81,5,1267.71
529,141,167,2,490.96,0,981.92
530,141,83,2,328.1,5,623.39
531,142,163,4,508.19,10,1829.48
532,142,63,3,202.08,5,575.93
533,142,72,4,156.38,0,625.52
534,142,30,2,526.07,10,946.93
535,142,140,2,751.69,15,1277.87
536,142,197,1,314.14,15,267.02
537,143,178,1,665.3,20,532.24
538,143,105,4,63.24,0,252.96
539,143,163,3,508.19,0,1524.57
540,144,19,4,684.98,10,2465.93
541,144,123,4,668.5,10,2406.6
542,144,130,4,24.71,10,88.96
543,144,10,3,560.02,15,1428.05
544,145,169,3,576.09,0,1728.27
545,145,166,1,24.42,10,21.98
546,146,111,1,745.75,0,745.75
547,146,26,3,549.27,0,1647.81
548,146,131,2,642.78,5,1221.28
549,147,39,3,308.39,0,925.17
550,147,124,1,122.73,0,122.73
551,147,107,1,704.02,0,704.02
552,147,187,2,175.09,0,350.18
553,147,80,3,357.29,5,1018.28
554,148,185,4,69.06,0,276.24
555,148,18,3,530.7,0,1592.1
556,148,182,1,503.27,0,503.27
557,148,88,1,576.13,15,489.71
558,149,85,4,306.28,5,1163.86
559,149,60,4,553.44,15,1881.7
560,150,189,2,54.5,5,103.55
561,151,72,1,156.38,10,140.74
562,151,27,2,658.33,0,1316.66
563,152,136,3,23.81,10,64.29
564,152,100,4,537.43,10,1934.75
565,152,30,3,526.07,0,1578.21
566,152,118,2,7.82,20,12.51
567,153,35,3,179.36,0,538.08
568,153,62,3,720.19,0,2160.57
569,153,47,3,697.06,15,1777.5
570,153,37,4,126.51,5,480.74
571,153,153,2,559.28,10,1006.7
572,153,99,4,420.61,0,1682.44
573,154,143,2,584.19,5,1109.96
574,154,74,2,376.28,0,752.56
575,155,3,4,593.83,0,2375.32
576,155,50,4,763.03,10,2746.91
577,155,130,4,24.71,5,93.9
578,156,43,1,275.44,10,247.9
579,156,8,2,180.25,0,360.5
580,156,9,3,648.5,0,1945.5
581,156,138,3,284.16,0,852.48
582,157,30,3,526.07,20,1262.57
583,157,140,3,751.69,10,2029.56
584,157,194,1,599.27,20,479.42
585,157,185,4,69.06,10,248.62
586,157,56,4,613.84,0,2455.36
587,158,116,3,393.38,0,1180.14
588,159,151,3,720.54,20,1729.3
589,159,182,4,503.27,0,2013.08
590,159,158,2,172.1,20,275.36
591,159,53,2,195.36,20,312.58
592,159,16,3,443.87,10,1198.45
593,159,72,2,156.38,0,312.76
594,160,174,1,367.89,0,367.89
595,160,193,4,604.01,0,2416.04
596,160,71,2,380.77,15,647.31
597,160,34,2,718.77,0,1437.54
598,160,183,3,66.6,20,159.84
599,161,162,3,72.41,15,184.65
600,161,107,4,704.02,5,2675.28
601,161,20,1,225.99,5,214.69
602,161,132,3,131.56,15,335.48
603,161,95,4,59.03,5,224.31
604,162,163,3,508.19,20,1219.66
605,162,17,4,463.99,0,1855.96
606,162,110,2,535.95,5,1018.3
607,162,69,3,536.84,20,1288.42
608,163,88,1,576.13,0,576.13
609,163,26,4,549.27,0,2197.08
610,163,32,2,201.07,5,382.03
611,163,117,1,509.26,5,483.8
612,164,24,3,199.62,0,598.86
613,164,22,3,217.25,15,553.99
614,164,167,2,490.96,0,981.92
615,165,110,1,535.95,15,455.56
616,165,25,1,219.61,0,219.61
617,166,114,1,485.84,0,485.84
618,166,179,3,718.28,20,1723.87
619,166,31,4,369.79,15,1257.29
620,166,34,4,718.77,0,2875.08
621,166,59,4,771.67,0,3086.68
622,166,188,1,268.05,0,268.05
623,167,165,2,251.78,0,503.56
624,167,136,1,23.81,10,21.43
625,168,192,2,384.2,5,729.98
626,168,158,4,172.1,20,550.72
627,168,56,1,613.84,0,613.84
628,168,36,1,397.35,10,357.61
629,168,187,4,175.09,0,700.36
630,168,110,3,535.95,20,1286.28
631,169,154,3,157.51,20,378.02
632,169,177,1,652.93,20,522.34
633,169,169,3,576.09,0,1728.27
634,169,133,2,698.37,15,1187.23
635,169,101,3,216.16,15,551.21
636,170,128,1,779.2,10,701.28
637,170,4,3,474.44,0,1423.32
638,171,45,4,701.3,20,2244.16
639,171,19,1,684.98,10,616.48
640,171,18,1,530.7,0,530.7
641,171,56,1,613.84,0,613.84
642,171,102,3,518.17,15,1321.33
643,171,183,4,66.6,5,253.08
644,172,40,3,204.87,0,614.61
645,172,80,1,357.29,10,321.56
646,172,53,2,195.36,10,351.65
647,172,84,4,692.4,10,2492.64
648,172,163,1,508.19,0,508.19
649,173,30,4,526.07,10,1893.85
650,173,156,1,457.44,0,457.44
651,173,171,2,551.66,0,1103.32
652,173,4,2,474.44,15,806.55
653,174,67,2,58.58,0,117.16
654,174,33,3,213.88,15,545.39
655,174,31,1,369.79,0,369.79
656,174,110,3,535.95,10,1447.06
657,174,17,3,463.99,15,1183.17
658,174,148,1,576.95,5,548.1
659,175,43,3,275.44,0,826.32
660,175,66,1,567.73,10,510.96
661,175,173,1,44.92,0,44.92
662,175,190,1,724.35,0,724.35
663,175,4,2,474.44,0,948.88
664,176,142,4,91.18,0,364.72
665,177,147,3,418.34,0,1255.02
666,178,12,4,78.73,0,314.92
667,178,120,3,356.26,20,855.02
668,178,80,3,357.29,0,1071.87
669,178,142,4,91.18,0,364.72
670,178,95,2,59.03,0,118.06
671,179,95,4,59.03,20,188.9
672,179,199,2,784.67,15,1333.94
673,179,140,2,751.69,0,1503.38
674,179,2,4,182.45,0,729.8
675,180,86,1,741.58,20,593.26
676,181,108,4,130.41,0,521.64
677,181,37,3,126.51,0,379.53
678,182,118,1,7.82,10,7.04
679,182,25,2,219.61,15,373.34
680,182,101,1,216.16,10,194.54
681,183,75,3,524.5,20,1258.8
682,183,81,4,45.22,15,153.75
683,184,52,2,93.93,20,150.29
684,185,81,4,45.22,0,180.88
685,185,138,3,284.16,20,681.98
686,185,54,4,757.82,0,3031.28
687,185,119,3,783.94,20,1881.46
688,186,179,1,718.28,0,718.28
689,186,84,2,692.4,0,1384.8
690,186,183,2,66.6,0,133.2
691,186,102,1,518.17,15,440.44
692,186,77,3,202.68,20,486.43
693,186,45,1,701.3,5,666.24
694,187,36,1,397.35,0,397.35
695,188,96,1,100.31,10,90.28
696,188,151,3,720.54,20,1729.3
697,188,20,1,225.99,0,225.99
698,188,51,4,481.16,20,1539.71
699,189,13,2,678.76,10,1221.77
700,189,111,4,745.75,5,2833.85
701,189,8,4,180.25,15,612.85
702,189,110,2,535.95,0,1071.9
703,190,9,2,648.5,15,1102.45
704,190,76,4,325.08,5,1235.3
705,191,108,2,130.41,15,221.7
706,191,135,2,247.63,15,420.97
707,192,123,4,668.5,0,2674.0
708,192,145,3,311.23,5,887.01
709,192,70,2,110.19,0,220.38
710,193,15,4,104.24,10,375.26
711,193,92,2,384.05,0,768.1
712,193,26,2,549.27,15,933.76
713,194,148,4,576.95,0,2307.8
714,194,45,2,701.3,0,1402.6
715,195,181,3,225.46,10,608.74
716,196,139,3,545.22,0,1635.66
717,196,126,1,172.01,0,172.01
718,196,15,2,104.24,10,187.63
719,196,57,1,382.85,10,344.56
720,197,88,2,576.13,20,921.81
721,197,83,1,328.1,0,328.1
722,198,94,1,681.82,0,681.82
723,198,181,4,225.46,10,811.66
724,198,26,3,549.27,0,1647.81
725,198,83,2,328.1,0,656.2
726,198,188,4,268.05,20,857.76
727,199,144,3,486.94,0,1460.82
728,199,171,2,551.66,5,1048.15
729,199,79,3,226.44,0,679.32
730,199,46,1,610.76,15,519.15
731,199,147,4,418.34,20,1338.69
732,199,198,1,136.21,0,136.21
733,200,128,2,779.2,0,1558.4
734,201,163,1,508.19,20,406.55
735,201,182,3,503.27,5,1434.32
736,202,66,1,567.73,15,482.57
737,202,1,1,93.51,5,88.83
738,202,113,4,444.81,0,1779.24
739,203,123,2,668.5,0,1337.0
740,204,27,1,658.33,0,658.33
741,204,44,4,130.74,0,522.96
742,204,188,1,268.05,10,241.24
743,205,8,4,180.25,15,612.85
744,205,43,4,275.44,0,1101.76
745,205,14,1,646.67,0,646.67
746,205,53,2,195.36,5,371.18
747,205,179,3,718.28,15,1831.61
748,205,73,3,347.69,0,1043.07
749,206,40,1,204.87,0,204.87
750,206,1,4,93.51,0,374.04
751,206,76,4,325.08,0,1300.32
752,206,25,1,219.61,0,219.61
753,207,79,4,226.44,5,860.47
754,208,100,2,537.43,0,1074.86
755,208,98,3,70.18,0,210.54
756,208,115,1,551.56,0,551.56
757,208,113,4,444.81,0,1779.24
758,208,58,3,215.72,10,582.44
